"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2019","Finland","42 years","Females","Number","33 985",""
"2019","Finland","43 years","Males","Number","35 251",""
"2019","Finland","43 years","Females","Number","33 170",""
"2019","Finland","44 years","Males","Number","33 262",""
"2019","Finland","44 years","Females","Number","31 996",""
"2019","Finland","45 years","Males","Number","30 537",""
"2019","Finland","45 years","Females","Number","28 905",""
"2019","Finland","46 years","Males","Number","31 446",""
"2019","Finland","46 years","Females","Number","29 932",""
"2019","Finland","47 years","Males","Number","31 943",""
"2019","Finland","47 years","Females","Number","31 235",""
"2019","Finland","48 years","Males","Number","32 921",""
"2019","Finland","48 years","Females","Number","32 226",""
"2019","Finland","49 years","Males","Number","33 726",""
"2019","Finland","49 years","Females","Number","32 707",""
"2019","Finland","50 years","Males","Number","35 793",""
"2019","Finland","50 years","Females","Number","35 285",""
"2019","Finland","51 years","Males","Number","36 684",""
"2019","Finland","51 years","Females","Number","36 069",""
"2019","Finland","52 years","Males","Number","36 724",""
"2019","Finland","52 years","Females","Number","36 307",""
"2019","Finland","53 years","Males","Number","36 735",""
"2019","Finland","53 years","Females","Number","36 472",""
"2019","Finland","54 years","Males","Number","37 366",""
"2019","Finland","54 years","Females","Number","37 114",""
"2019","Finland","55 years","Males","Number","37 603",""
"2019","Finland","55 years","Females","Number","37 511",""
"2019","Finland","56 years","Males","Number","37 114",""
"2019","Finland","56 years","Females","Number","37 024",""
"2019","Finland","57 years","Males","Number","36 597",""
"2019","Finland","57 years","Females","Number","36 977",""
"2019","Finland","58 years","Males","Number","36 057",""
"2019","Finland","58 years","Females","Number","36 934",""
"2019","Finland","59 years","Males","Number","35 785",""
"2019","Finland","59 years","Females","Number","36 631",""
"2019","Finland","60 years","Males","Number","34 394",""
"2019","Finland","60 years","Females","Number","35 437",""
"2019","Finland","61 years","Males","Number","35 682",""
"2019","Finland","61 years","Females","Number","36 867",""
"2019","Finland","62 years","Males","Number","36 358",""
"2019","Finland","62 years","Females","Number","37 800",""
"2019","Finland","63 years","Males","Number","35 658",""
"2019","Finland","63 years","Females","Number","37 471",""
"2019","Finland","64 years","Males","Number","34 963",""
"2019","Finland","64 years","Females","Number","37 931",""
"2019","Finland","65 years","Males","Number","34 521",""
"2019","Finland","65 years","Females","Number","36 938",""
"2019","Finland","66 years","Males","Number","35 534",""
"2019","Finland","66 years","Females","Number","37 963",""
"2019","Finland","67 years","Males","Number","34 035",""
"2019","Finland","67 years","Females","Number","36 537",""
"2019","Finland","68 years","Males","Number","34 799",""
"2019","Finland","68 years","Females","Number","37 731",""
"2019","Finland","69 years","Males","Number","35 389",""
"2019","Finland","69 years","Females","Number","38 761",""
"2019","Finland","70 years","Males","Number","35 431",""
"2019","Finland","70 years","Females","Number","39 362",""
"2019","Finland","71 years","Males","Number","34 689",""
"2019","Finland","71 years","Females","Number","38 994",""
"2019","Finland","72 years","Males","Number","32 971",""
"2019","Finland","72 years","Females","Number","37 825",""
"2019","Finland","73 years","Males","Number","29 053",""
"2019","Finland","73 years","Females","Number","33 255",""
"2019","Finland","74 years","Males","Number","22 362",""
"2019","Finland","74 years","Females","Number","26 718",""
"2019","Finland","75 years","Males","Number","20 865",""
"2019","Finland","75 years","Females","Number","25 106",""
"2019","Finland","76 years","Males","Number","16 179",""
"2019","Finland","76 years","Females","Number","20 000",""
"2019","Finland","77 years","Males","Number","22 751",""
"2019","Finland","77 years","Females","Number","28 725",""
"2019","Finland","78 years","Males","Number","15 332",""
"2019","Finland","78 years","Females","Number","20 167",""
"2019","Finland","79 years","Males","Number","16 806",""
"2019","Finland","79 years","Females","Number","23 328",""
"2019","Finland","80 years","Males","Number","15 684",""
"2019","Finland","80 years","Females","Number","21 572",""
"2019","Finland","81 years","Males","Number","13 604",""
"2019","Finland","81 years","Females","Number","19 872",""
"2019","Finland","82 years","Males","Number","12 038",""
"2019","Finland","82 years","Females","Number","18 113",""
"2019","Finland","83 years","Males","Number","11 256",""
"2019","Finland","83 years","Females","Number","17 358",""
"2019","Finland","84 years","Males","Number","9 665",""
"2019","Finland","84 years","Females","Number","15 927",""
"2019","Finland","85 years","Males","Number","8 216",""
"2019","Finland","85 years","Females","Number","14 003",""
"2019","Finland","86 years","Males","Number","7 482",""
"2019","Finland","86 years","Females","Number","13 825",""
"2019","Finland","87 years","Males","Number","6 797",""
"2019","Finland","87 years","Females","Number","12 793",""
"2019","Finland","88 years","Males","Number","5 742",""
"2019","Finland","88 years","Females","Number","12 098",""
"2019","Finland","89 years","Males","Number","4 510",""
"2019","Finland","89 years","Females","Number","10 583",""
"2019","Finland","90 years","Males","Number","3 746",""
"2019","Finland","90 years","Females","Number","8 865",""
"2019","Finland","91 years","Males","Number","2 713",""
"2019","Finland","91 years","Females","Number","7 206",""
"2019","Finland","92 years","Males","Number","2 098",""
"2019","Finland","92 years","Females","Number","5 849",""
"2019","Finland","93 years","Males","Number","1 554",""
"2019","Finland","93 years","Females","Number","4 878",""
"2019","Finland","94 years","Males","Number","1 132",""
"2019","Finland","94 years","Females","Number","3 608",""
"2019","Finland","95 years","Males","Number","715",""
"2019","Finland","95 years","Females","Number","2 775",""
"2019","Finland","96 years","Males","Number","400",""
"2019","Finland","96 years","Females","Number","1 961",""
"2019","Finland","97 years","Males","Number","277",""
"2019","Finland","97 years","Females","Number","1 293",""
"2019","Finland","98 years","Males","Number","182",""
"2019","Finland","98 years","Females","Number","897",""
"2019","Finland","99 years","Males","Number","109",""
"2019","Finland","99 years","Females","Number","425",""
"2019","Finland","Open-ended age class","Males","Number","135",""
"2019","Finland","Open-ended age class","Females","Number","754",""
"2019","Finland","Unknown","Males","Number","0",""
"2019","Finland","Unknown","Females","Number","0",""
"2019","Sweden","Less than 1 year","Males","Number","60 032",""
"2019","Sweden","Less than 1 year","Females","Number","56 807",""
"2019","Sweden","1 year","Males","Number","60 973",""
"2019","Sweden","1 year","Females","Number","57 789",""
"2019","Sweden","2 years","Males","Number","63 361",""
"2019","Sweden","2 years","Females","Number","60 164",""
"2019","Sweden","3 years","Males","Number","63 030",""
"2019","Sweden","3 years","Females","Number","58 792",""
"2019","Sweden","4 years","Males","Number","63 640",""
"2019","Sweden","4 years","Females","Number","59 910",""
"2019","Sweden","5 years","Males","Number","63 087",""
"2019","Sweden","5 years","Females","Number","59 388",""
"2019","Sweden","6 years","Males","Number","63 441",""
"2019","Sweden","6 years","Females","Number","60 056",""
"2019","Sweden","7 years","Males","Number","62 905",""
"2019","Sweden","7 years","Females","Number","59 582",""
"2019","Sweden","8 years","Males","Number","65 385",""
"2019","Sweden","8 years","Females","Number","61 763",""
"2019","Sweden","9 years","Males","Number","63 716",""
"2019","Sweden","9 years","Females","Number","60 150",""
"2019","Sweden","10 years","Males","Number","63 197",""
"2019","Sweden","10 years","Females","Number","59 409",""
"2019","Sweden","11 years","Males","Number","62 172",""
"2019","Sweden","11 years","Females","Number","58 669",""
"2019","Sweden","12 years","Males","Number","61 758",""
"2019","Sweden","12 years","Females","Number","58 337",""
"2019","Sweden","13 years","Males","Number","59 680",""
"2019","Sweden","13 years","Females","Number","56 602",""
"2019","Sweden","14 years","Males","Number","59 838",""
"2019","Sweden","14 years","Females","Number","56 096",""
"2019","Sweden","15 years","Males","Number","58 915",""
"2019","Sweden","15 years","Females","Number","55 462",""
"2019","Sweden","16 years","Males","Number","57 928",""
"2019","Sweden","16 years","Females","Number","54 240",""
"2019","Sweden","17 years","Males","Number","57 108",""
"2019","Sweden","17 years","Females","Number","51 997",""
"2019","Sweden","18 years","Males","Number","58 716",""
"2019","Sweden","18 years","Females","Number","52 341",""
"2019","Sweden","19 years","Males","Number","61 135",""
"2019","Sweden","19 years","Females","Number","51 671",""
"2019","Sweden","20 years","Males","Number","59 115",""
"2019","Sweden","20 years","Females","Number","51 958",""
"2019","Sweden","21 years","Males","Number","57 501",""
"2019","Sweden","21 years","Females","Number","52 827",""
"2019","Sweden","22 years","Males","Number","60 048",""
"2019","Sweden","22 years","Females","Number","55 923",""
"2019","Sweden","23 years","Males","Number","65 065",""
"2019","Sweden","23 years","Females","Number","60 187",""
"2019","Sweden","24 years","Males","Number","69 439",""
"2019","Sweden","24 years","Females","Number","65 530",""
"2019","Sweden","25 years","Males","Number","72 416",""
"2019","Sweden","25 years","Females","Number","68 439",""
"2019","Sweden","26 years","Males","Number","75 873",""
"2019","Sweden","26 years","Females","Number","71 550",""
"2019","Sweden","27 years","Males","Number","77 948",""
"2019","Sweden","27 years","Females","Number","73 283",""
"2019","Sweden","28 years","Males","Number","78 928",""
"2019","Sweden","28 years","Females","Number","75 086",""
"2019","Sweden","29 years","Males","Number","75 783",""
"2019","Sweden","29 years","Females","Number","72 016",""
"2019","Sweden","30 years","Males","Number","74 871",""
"2019","Sweden","30 years","Females","Number","71 014",""
"2019","Sweden","31 years","Males","Number","71 078",""
"2019","Sweden","31 years","Females","Number","68 303",""
"2019","Sweden","32 years","Males","Number","70 994",""
"2019","Sweden","32 years","Females","Number","67 238",""
"2019","Sweden","33 years","Males","Number","69 885",""
"2019","Sweden","33 years","Females","Number","65 650",""
"2019","Sweden","34 years","Males","Number","67 627",""
"2019","Sweden","34 years","Females","Number","63 481",""
"2019","Sweden","35 years","Males","Number","65 850",""
"2019","Sweden","35 years","Females","Number","62 250",""
"2019","Sweden","36 years","Males","Number","66 033",""
"2019","Sweden","36 years","Females","Number","62 345",""
"2019","Sweden","37 years","Males","Number","64 670",""
"2019","Sweden","37 years","Females","Number","61 856",""
"2019","Sweden","38 years","Males","Number","66 751",""
"2019","Sweden","38 years","Females","Number","63 801",""
"2019","Sweden","39 years","Males","Number","64 708",""
"2019","Sweden","39 years","Females","Number","61 855",""
"2019","Sweden","40 years","Males","Number","62 516",""
"2019","Sweden","40 years","Females","Number","60 119",""
"2019","Sweden","41 years","Males","Number","63 259",""
"2019","Sweden","41 years","Females","Number","60 699",""
"2019","Sweden","42 years","Males","Number","63 806",""
"2019","Sweden","42 years","Females","Number","61 239",""
"2019","Sweden","43 years","Males","Number","65 851",""
"2019","Sweden","43 years","Females","Number","63 585",""
"2019","Sweden","44 years","Males","Number","68 483",""
"2019","Sweden","44 years","Females","Number","66 279",""
"2019","Sweden","45 years","Males","Number","67 096",""
"2019","Sweden","45 years","Females","Number","65 186",""
"2019","Sweden","46 years","Males","Number","68 161",""
"2019","Sweden","46 years","Females","Number","66 180",""
"2019","Sweden","47 years","Males","Number","67 733",""
"2019","Sweden","47 years","Females","Number","65 942",""
"2019","Sweden","48 years","Males","Number","65 874",""
"2019","Sweden","48 years","Females","Number","64 364",""
"2019","Sweden","49 years","Males","Number","64 826",""
"2019","Sweden","49 years","Females","Number","62 977",""
"2019","Sweden","50 years","Males","Number","67 216",""
"2019","Sweden","50 years","Females","Number","65 531",""
"2019","Sweden","51 years","Males","Number","70 496",""
"2019","Sweden","51 years","Females","Number","68 095",""
"2019","Sweden","52 years","Males","Number","70 938",""
"2019","Sweden","52 years","Females","Number","68 376",""
"2019","Sweden","53 years","Males","Number","70 698",""
"2019","Sweden","53 years","Females","Number","68 451",""
"2019","Sweden","54 years","Males","Number","69 839",""
"2019","Sweden","54 years","Females","Number","68 209",""
"2019","Sweden","55 years","Males","Number","65 308",""
"2019","Sweden","55 years","Females","Number","63 010",""
"2019","Sweden","56 years","Males","Number","61 738",""
"2019","Sweden","56 years","Females","Number","60 297",""
"2019","Sweden","57 years","Males","Number","59 263",""
"2019","Sweden","57 years","Females","Number","58 148",""
"2019","Sweden","58 years","Males","Number","58 138",""
"2019","Sweden","58 years","Females","Number","57 577",""
"2019","Sweden","59 years","Males","Number","58 287",""
"2019","Sweden","59 years","Females","Number","57 201",""
"2019","Sweden","60 years","Males","Number","57 581",""
"2019","Sweden","60 years","Females","Number","56 939",""
"2019","Sweden","61 years","Males","Number","57 551",""
"2019","Sweden","61 years","Females","Number","57 580",""
"2019","Sweden","62 years","Males","Number","57 691",""
"2019","Sweden","62 years","Females","Number","56 860",""
"2019","Sweden","63 years","Males","Number","55 654",""
"2019","Sweden","63 years","Females","Number","56 282",""
"2019","Sweden","64 years","Males","Number","54 220",""
"2019","Sweden","64 years","Females","Number","54 708",""
"2019","Sweden","65 years","Males","Number","54 980",""
"2019","Sweden","65 years","Females","Number","55 570",""
"2019","Sweden","66 years","Males","Number","53 986",""
"2019","Sweden","66 years","Females","Number","54 916",""
"2019","Sweden","67 years","Males","Number","52 503",""
"2019","Sweden","67 years","Females","Number","54 101",""
"2019","Sweden","68 years","Males","Number","54 578",""
"2019","Sweden","68 years","Females","Number","55 730",""
"2019","Sweden","69 years","Males","Number","55 476",""
"2019","Sweden","69 years","Females","Number","57 471",""
"2019","Sweden","70 years","Males","Number","56 382",""
"2019","Sweden","70 years","Females","Number","59 046",""
"2019","Sweden","71 years","Males","Number","56 132",""
"2019","Sweden","71 years","Females","Number","58 745",""
"2019","Sweden","72 years","Males","Number","55 859",""
"2019","Sweden","72 years","Females","Number","58 481",""
"2019","Sweden","73 years","Males","Number","54 707",""
"2019","Sweden","73 years","Females","Number","56 937",""
"2019","Sweden","74 years","Males","Number","52 391",""
"2019","Sweden","74 years","Females","Number","54 968",""
"2019","Sweden","75 years","Males","Number","47 508",""
"2019","Sweden","75 years","Females","Number","50 787",""
"2019","Sweden","76 years","Males","Number","42 615",""
"2019","Sweden","76 years","Females","Number","45 668",""
"2019","Sweden","77 years","Males","Number","36 201",""
"2019","Sweden","77 years","Females","Number","39 805",""
"2019","Sweden","78 years","Males","Number","33 125",""
"2019","Sweden","78 years","Females","Number","37 004",""
"2019","Sweden","79 years","Males","Number","31 488",""
"2019","Sweden","79 years","Females","Number","36 418",""
"2019","Sweden","80 years","Males","Number","28 459",""
"2019","Sweden","80 years","Females","Number","34 250",""
"2019","Sweden","81 years","Males","Number","25 539",""
"2019","Sweden","81 years","Females","Number","31 285",""
"2019","Sweden","82 years","Males","Number","23 013",""
"2019","Sweden","82 years","Females","Number","29 393",""
"2019","Sweden","83 years","Males","Number","20 477",""
"2019","Sweden","83 years","Females","Number","26 572",""
"2019","Sweden","84 years","Males","Number","17 718",""
"2019","Sweden","84 years","Females","Number","24 821",""
"2019","Sweden","85 years","Males","Number","15 899",""
"2019","Sweden","85 years","Females","Number","22 866",""
"2019","Sweden","86 years","Males","Number","14 566",""
"2019","Sweden","86 years","Females","Number","21 880",""
"2019","Sweden","87 years","Males","Number","12 574",""
"2019","Sweden","87 years","Females","Number","20 265",""
"2019","Sweden","88 years","Males","Number","10 883",""
"2019","Sweden","88 years","Females","Number","18 589",""
"2019","Sweden","89 years","Males","Number","8 853",""
"2019","Sweden","89 years","Females","Number","15 928",""
"2019","Sweden","90 years","Males","Number","7 537",""
"2019","Sweden","90 years","Females","Number","14 251",""
"2019","Sweden","91 years","Males","Number","5 809",""
"2019","Sweden","91 years","Females","Number","12 204",""
"2019","Sweden","92 years","Males","Number","4 720",""
"2019","Sweden","92 years","Females","Number","10 212",""
"2019","Sweden","93 years","Males","Number","3 598",""
"2019","Sweden","93 years","Females","Number","8 436",""
"2019","Sweden","94 years","Males","Number","2 683",""
"2019","Sweden","94 years","Females","Number","6 797",""
"2019","Sweden","95 years","Males","Number","1 936",""
"2019","Sweden","95 years","Females","Number","5 070",""
"2019","Sweden","96 years","Males","Number","1 287",""
"2019","Sweden","96 years","Females","Number","3 696",""
"2019","Sweden","97 years","Males","Number","899",""
"2019","Sweden","97 years","Females","Number","2 974",""
"2019","Sweden","98 years","Males","Number","608",""
"2019","Sweden","98 years","Females","Number","2 116",""
"2019","Sweden","99 years","Males","Number","264",""
"2019","Sweden","99 years","Females","Number","1 139",""
"2019","Sweden","Open-ended age class","Males","Number","362",""
"2019","Sweden","Open-ended age class","Females","Number","1 705",""
"2019","Sweden","Unknown","Males","Number","0",""
"2019","Sweden","Unknown","Females","Number","0",""
"2019","United Kingdom","Less than 1 year","Males","Number","375 837",""
"2019","United Kingdom","Less than 1 year","Females","Number","357 456",""
"2019","United Kingdom","1 year","Males","Number","390 147",""
"2019","United Kingdom","1 year","Females","Number","370 447",""
"2019","United Kingdom","2 years","Males","Number","403 828",""
"2019","United Kingdom","2 years","Females","Number","383 295",""
"2019","United Kingdom","3 years","Males","Number","410 451",""
"2019","United Kingdom","3 years","Females","Number","389 615",""
"2019","United Kingdom","4 years","Males","Number","412 237",""
"2019","United Kingdom","4 years","Females","Number","391 694",""
"2019","United Kingdom","5 years","Males","Number","418 608",""
"2019","United Kingdom","5 years","Females","Number","398 022",""
"2019","United Kingdom","6 years","Males","Number","429 321",""
"2019","United Kingdom","6 years","Females","Number","408 963",""
"2019","United Kingdom","7 years","Males","Number","432 146",""
"2019","United Kingdom","7 years","Females","Number","412 296",""
"2019","United Kingdom","8 years","Males","Number","424 533",""
"2019","United Kingdom","8 years","Females","Number","405 397",""
"2019","United Kingdom","9 years","Males","Number","418 116",""
"2019","United Kingdom","9 years","Females","Number","399 144",""
"2019","United Kingdom","10 years","Males","Number","417 712",""
"2019","United Kingdom","10 years","Females","Number","398 123",""
"2019","United Kingdom","11 years","Males","Number","413 034",""
"2019","United Kingdom","11 years","Females","Number","392 535",""
"2019","United Kingdom","12 years","Males","Number","402 155",""
"2019","United Kingdom","12 years","Females","Number","382 201",""
"2019","United Kingdom","13 years","Males","Number","390 096",""
"2019","United Kingdom","13 years","Females","Number","371 684",""
"2019","United Kingdom","14 years","Males","Number","379 560",""
"2019","United Kingdom","14 years","Females","Number","361 295",""
"2019","United Kingdom","15 years","Males","Number","371 895",""
"2019","United Kingdom","15 years","Females","Number","353 039",""
"2019","United Kingdom","16 years","Males","Number","364 712",""
"2019","United Kingdom","16 years","Females","Number","345 407",""
"2019","United Kingdom","17 years","Males","Number","367 655",""
"2019","United Kingdom","17 years","Females","Number","348 955",""
"2019","United Kingdom","18 years","Males","Number","380 082",""
"2019","United Kingdom","18 years","Females","Number","359 623",""
"2019","United Kingdom","19 years","Males","Number","396 225",""
"2019","United Kingdom","19 years","Females","Number","374 129",""
"2019","United Kingdom","20 years","Males","Number","410 231",""
"2019","United Kingdom","20 years","Females","Number","388 304",""
"2019","United Kingdom","21 years","Males","Number","422 394",""
"2019","United Kingdom","21 years","Females","Number","398 705",""
"2019","United Kingdom","22 years","Males","Number","432 816",""
"2019","United Kingdom","22 years","Females","Number","406 724",""
"2019","United Kingdom","23 years","Males","Number","436 207",""
"2019","United Kingdom","23 years","Females","Number","411 308",""
"2019","United Kingdom","24 years","Males","Number","442 950",""
"2019","United Kingdom","24 years","Females","Number","420 875",""
"2019","United Kingdom","25 years","Males","Number","449 167",""
"2019","United Kingdom","25 years","Females","Number","430 333",""
"2019","United Kingdom","26 years","Males","Number","454 155",""
"2019","United Kingdom","26 years","Females","Number","442 323",""
"2019","United Kingdom","27 years","Males","Number","465 779",""
"2019","United Kingdom","27 years","Females","Number","454 677",""
"2019","United Kingdom","28 years","Males","Number","467 947",""
"2019","United Kingdom","28 years","Females","Number","453 447",""
"2019","United Kingdom","29 years","Males","Number","459 478",""
"2019","United Kingdom","29 years","Females","Number","449 700",""
"2019","United Kingdom","30 years","Males","Number","455 651",""
"2019","United Kingdom","30 years","Females","Number","453 441",""
"2019","United Kingdom","31 years","Males","Number","448 348",""
"2019","United Kingdom","31 years","Females","Number","452 928",""
"2019","United Kingdom","32 years","Males","Number","444 728",""
"2019","United Kingdom","32 years","Females","Number","448 699",""
"2019","United Kingdom","33 years","Males","Number","448 050",""
"2019","United Kingdom","33 years","Females","Number","448 431",""
"2019","United Kingdom","34 years","Males","Number","440 593",""
"2019","United Kingdom","34 years","Females","Number","444 311",""
"2019","United Kingdom","35 years","Males","Number","434 630",""
"2019","United Kingdom","35 years","Females","Number","442 039",""
"2019","United Kingdom","36 years","Males","Number","434 656",""
"2019","United Kingdom","36 years","Females","Number","444 339",""
"2019","United Kingdom","37 years","Males","Number","436 103",""
"2019","United Kingdom","37 years","Females","Number","445 555",""
"2019","United Kingdom","38 years","Males","Number","438 228",""
"2019","United Kingdom","38 years","Females","Number","446 111",""
"2019","United Kingdom","39 years","Males","Number","430 114",""
"2019","United Kingdom","39 years","Females","Number","436 004",""
"2019","United Kingdom","40 years","Males","Number","407 755",""
"2019","United Kingdom","40 years","Females","Number","412 103",""
"2019","United Kingdom","41 years","Males","Number","390 587",""
"2019","United Kingdom","41 years","Females","Number","394 372",""
"2019","United Kingdom","42 years","Males","Number","390 506",""
"2019","United Kingdom","42 years","Females","Number","395 852",""
"2019","United Kingdom","43 years","Males","Number","396 824",""
"2019","United Kingdom","43 years","Females","Number","404 527",""
"2019","United Kingdom","44 years","Males","Number","403 815",""
"2019","United Kingdom","44 years","Females","Number","411 864",""
"2019","United Kingdom","45 years","Males","Number","416 414",""
"2019","United Kingdom","45 years","Females","Number","424 616",""
"2019","United Kingdom","46 years","Males","Number","434 560",""
"2019","United Kingdom","46 years","Females","Number","443 071",""
"2019","United Kingdom","47 years","Males","Number","449 085",""
"2019","United Kingdom","47 years","Females","Number","461 346",""
"2019","United Kingdom","48 years","Males","Number","449 453",""
"2019","United Kingdom","48 years","Females","Number","464 468",""
"2019","United Kingdom","49 years","Males","Number","449 671",""
"2019","United Kingdom","49 years","Females","Number","464 555",""
"2019","United Kingdom","50 years","Males","Number","455 073",""
"2019","United Kingdom","50 years","Females","Number","470 253",""
"2019","United Kingdom","51 years","Males","Number","458 960",""
"2019","United Kingdom","51 years","Females","Number","472 224",""
"2019","United Kingdom","52 years","Males","Number","461 077",""
"2019","United Kingdom","52 years","Females","Number","475 136",""
"2019","United Kingdom","53 years","Males","Number","461 249",""
"2019","United Kingdom","53 years","Females","Number","477 584",""
"2019","United Kingdom","54 years","Males","Number","460 674",""
"2019","United Kingdom","54 years","Females","Number","476 592",""
"2019","United Kingdom","55 years","Males","Number","453 347",""
"2019","United Kingdom","55 years","Females","Number","468 462",""
"2019","United Kingdom","56 years","Males","Number","443 615",""
"2019","United Kingdom","56 years","Females","Number","457 117",""
"2019","United Kingdom","57 years","Males","Number","431 075",""
"2019","United Kingdom","57 years","Females","Number","443 592",""
"2019","United Kingdom","58 years","Males","Number","414 144",""
"2019","United Kingdom","58 years","Females","Number","426 968",""
"2019","United Kingdom","59 years","Males","Number","399 907",""
"2019","United Kingdom","59 years","Females","Number","413 580",""
"2019","United Kingdom","60 years","Males","Number","390 352",""
"2019","United Kingdom","60 years","Females","Number","404 380",""
"2019","United Kingdom","61 years","Males","Number","378 111",""
"2019","United Kingdom","61 years","Females","Number","392 165",""
"2019","United Kingdom","62 years","Males","Number","363 291",""
"2019","United Kingdom","62 years","Females","Number","377 494",""
"2019","United Kingdom","63 years","Males","Number","348 697",""
"2019","United Kingdom","63 years","Females","Number","363 753",""
"2019","United Kingdom","64 years","Males","Number","340 460",""
"2019","United Kingdom","64 years","Females","Number","357 809",""
"2019","United Kingdom","65 years","Males","Number","336 817",""
"2019","United Kingdom","65 years","Females","Number","355 174",""
"2019","United Kingdom","66 years","Males","Number","327 696",""
"2019","United Kingdom","66 years","Females","Number","347 047",""
"2019","United Kingdom","67 years","Males","Number","321 586",""
"2019","United Kingdom","67 years","Females","Number","343 067",""
"2019","United Kingdom","68 years","Males","Number","323 505",""
"2019","United Kingdom","68 years","Females","Number","347 213",""
"2019","United Kingdom","69 years","Males","Number","328 784",""
"2019","United Kingdom","69 years","Females","Number","353 643",""
"2019","United Kingdom","70 years","Males","Number","339 324",""
"2019","United Kingdom","70 years","Females","Number","365 789",""
"2019","United Kingdom","71 years","Males","Number","359 490",""
"2019","United Kingdom","71 years","Females","Number","388 813",""
"2019","United Kingdom","72 years","Males","Number","327 480",""
"2019","United Kingdom","72 years","Females","Number","356 391",""
"2019","United Kingdom","73 years","Males","Number","277 064",""
"2019","United Kingdom","73 years","Females","Number","305 178",""
"2019","United Kingdom","74 years","Males","Number","268 699",""
"2019","United Kingdom","74 years","Females","Number","298 161",""
"2019","United Kingdom","75 years","Males","Number","254 580",""
"2019","United Kingdom","75 years","Females","Number","286 304",""
"2019","United Kingdom","76 years","Males","Number","227 297",""
"2019","United Kingdom","76 years","Females","Number","261 176",""
"2019","United Kingdom","77 years","Males","Number","199 138",""
"2019","United Kingdom","77 years","Females","Number","233 552",""
"2019","United Kingdom","78 years","Males","Number","187 736",""
"2019","United Kingdom","78 years","Females","Number","223 254",""
"2019","United Kingdom","79 years","Males","Number","185 435",""
"2019","United Kingdom","79 years","Females","Number","223 029",""
"2019","United Kingdom","80 years","Males","Number","176 496",""
"2019","United Kingdom","80 years","Females","Number","215 749",""
"2019","United Kingdom","81 years","Males","Number","163 348",""
"2019","United Kingdom","81 years","Females","Number","204 456",""
"2019","United Kingdom","82 years","Males","Number","148 571",""
"2019","United Kingdom","82 years","Females","Number","191 473",""
"2019","United Kingdom","83 years","Males","Number","134 668",""
"2019","United Kingdom","83 years","Females","Number","178 067",""
"2019","United Kingdom","84 years","Males","Number","119 403",""
"2019","United Kingdom","84 years","Females","Number","162 906",""
"2019","United Kingdom","85 years","Males","Number","104 845",""
"2019","United Kingdom","85 years","Females","Number","148 605",""
"2019","United Kingdom","86 years","Males","Number","93 375",""
"2019","United Kingdom","86 years","Females","Number","137 690",""
"2019","United Kingdom","87 years","Males","Number","82 084",""
"2019","United Kingdom","87 years","Females","Number","126 783",""
"2019","United Kingdom","88 years","Males","Number","69 687",""
"2019","United Kingdom","88 years","Females","Number","113 839",""
"2019","United Kingdom","89 years","Males","Number","57 247",""
"2019","United Kingdom","89 years","Females","Number","98 791",""
"2019","United Kingdom","90 years","Males","Number","46 662",""
"2019","United Kingdom","90 years","Females","Number","82 522",""
"2019","United Kingdom","91 years","Males","Number","38 073",""
"2019","United Kingdom","91 years","Females","Number","70 707",""
"2019","United Kingdom","92 years","Males","Number","29 882",""
"2019","United Kingdom","92 years","Females","Number","59 599",""
"2019","United Kingdom","93 years","Males","Number","22 366",""
"2019","United Kingdom","93 years","Females","Number","48 663",""
"2019","United Kingdom","94 years","Males","Number","16 524",""
"2019","United Kingdom","94 years","Females","Number","39 181",""
"2019","United Kingdom","95 years","Males","Number","11 847",""
"2019","United Kingdom","95 years","Females","Number","30 830",""
"2019","United Kingdom","96 years","Males","Number","8 446",""
"2019","United Kingdom","96 years","Females","Number","23 922",""
"2019","United Kingdom","97 years","Males","Number","5 883",""
"2019","United Kingdom","97 years","Females","Number","18 298",""
"2019","United Kingdom","98 years","Males","Number","3 861",""
"2019","United Kingdom","98 years","Females","Number","13 542",""
"2019","United Kingdom","99 years","Males","Number","1 583",""
"2019","United Kingdom","99 years","Females","Number","6 160",""
"2019","United Kingdom","Open-ended age class","Males","Number","2 277",""
"2019","United Kingdom","Open-ended age class","Females","Number","11 045",""
"2019","United Kingdom","Unknown","Males","Number","0",""
"2019","United Kingdom","Unknown","Females","Number","0",""
"2019","Iceland","Less than 1 year","Males","Number","2 240",""
"2019","Iceland","Less than 1 year","Females","Number","1 991",""
"2019","Iceland","1 year","Males","Number","2 138",""
"2019","Iceland","1 year","Females","Number","1 987",""
"2019","Iceland","2 years","Males","Number","2 110",""
"2019","Iceland","2 years","Females","Number","2 047",""
"2019","Iceland","3 years","Males","Number","2 180",""
"2019","Iceland","3 years","Females","Number","2 079",""
"2019","Iceland","4 years","Males","Number","2 286",""
"2019","Iceland","4 years","Females","Number","2 170",""
"2019","Iceland","5 years","Males","Number","2 198",""
"2019","Iceland","5 years","Females","Number","2 261",""
"2019","Iceland","6 years","Males","Number","2 351",""
"2019","Iceland","6 years","Females","Number","2 267",""
"2019","Iceland","7 years","Males","Number","2 397",""
"2019","Iceland","7 years","Females","Number","2 230",""
"2019","Iceland","8 years","Males","Number","2 529",""
"2019","Iceland","8 years","Females","Number","2 404",""
"2019","Iceland","9 years","Males","Number","2 576",""
