"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"2019","Belgium","Less than 1 year","Males","Number","60 344",""
"2019","Belgium","Less than 1 year","Females","Number","57 925",""
"2019","Belgium","1 year","Males","Number","61 619",""
"2019","Belgium","1 year","Females","Number","58 977",""
"2019","Belgium","2 years","Males","Number","63 303",""
"2019","Belgium","2 years","Females","Number","60 251",""
"2019","Belgium","3 years","Males","Number","63 970",""
"2019","Belgium","3 years","Females","Number","61 183",""
"2019","Belgium","4 years","Males","Number","65 941",""
"2019","Belgium","4 years","Females","Number","62 663",""
"2019","Belgium","5 years","Males","Number","66 288",""
"2019","Belgium","5 years","Females","Number","63 093",""
"2019","Belgium","6 years","Males","Number","67 509",""
"2019","Belgium","6 years","Females","Number","64 822",""
"2019","Belgium","7 years","Males","Number","68 336",""
"2019","Belgium","7 years","Females","Number","65 318",""
"2019","Belgium","8 years","Males","Number","69 597",""
"2019","Belgium","8 years","Females","Number","66 510",""
"2019","Belgium","9 years","Males","Number","69 193",""
"2019","Belgium","9 years","Females","Number","65 919",""
"2019","Belgium","10 years","Males","Number","69 683",""
"2019","Belgium","10 years","Females","Number","65 982",""
"2019","Belgium","11 years","Males","Number","67 890",""
"2019","Belgium","11 years","Females","Number","65 037",""
"2019","Belgium","12 years","Males","Number","67 302",""
"2019","Belgium","12 years","Females","Number","64 721",""
"2019","Belgium","13 years","Males","Number","66 106",""
"2019","Belgium","13 years","Females","Number","62 831",""
"2019","Belgium","14 years","Males","Number","65 303",""
"2019","Belgium","14 years","Females","Number","61 950",""
"2019","Belgium","15 years","Males","Number","63 507",""
"2019","Belgium","15 years","Females","Number","60 742",""
"2019","Belgium","16 years","Males","Number","63 533",""
"2019","Belgium","16 years","Females","Number","60 184",""
"2019","Belgium","17 years","Males","Number","64 534",""
"2019","Belgium","17 years","Females","Number","61 436",""
"2019","Belgium","18 years","Males","Number","66 381",""
"2019","Belgium","18 years","Females","Number","62 760",""
"2019","Belgium","19 years","Males","Number","65 835",""
"2019","Belgium","19 years","Females","Number","62 590",""
"2019","Belgium","20 years","Males","Number","66 532",""
"2019","Belgium","20 years","Females","Number","63 284",""
"2019","Belgium","21 years","Males","Number","67 766",""
"2019","Belgium","21 years","Females","Number","65 044",""
"2019","Belgium","22 years","Males","Number","68 460",""
"2019","Belgium","22 years","Females","Number","66 055",""
"2019","Belgium","23 years","Males","Number","68 918",""
"2019","Belgium","23 years","Females","Number","66 616",""
"2019","Belgium","24 years","Males","Number","69 922",""
"2019","Belgium","24 years","Females","Number","67 723",""
"2019","Belgium","25 years","Males","Number","72 348",""
"2019","Belgium","25 years","Females","Number","71 377",""
"2019","Belgium","26 years","Males","Number","75 012",""
"2019","Belgium","26 years","Females","Number","74 232",""
"2019","Belgium","27 years","Males","Number","76 129",""
"2019","Belgium","27 years","Females","Number","75 460",""
"2019","Belgium","28 years","Males","Number","76 066",""
"2019","Belgium","28 years","Females","Number","75 827",""
"2019","Belgium","29 years","Males","Number","75 369",""
"2019","Belgium","29 years","Females","Number","74 727",""
"2019","Belgium","30 years","Males","Number","74 948",""
"2019","Belgium","30 years","Females","Number","75 156",""
"2019","Belgium","31 years","Males","Number","73 753",""
"2019","Belgium","31 years","Females","Number","73 868",""
"2019","Belgium","32 years","Males","Number","73 988",""
"2019","Belgium","32 years","Females","Number","73 695",""
"2019","Belgium","33 years","Males","Number","72 481",""
"2019","Belgium","33 years","Females","Number","72 643",""
"2019","Belgium","34 years","Males","Number","72 996",""
"2019","Belgium","34 years","Females","Number","73 252",""
"2019","Belgium","35 years","Males","Number","73 509",""
"2019","Belgium","35 years","Females","Number","73 002",""
"2019","Belgium","36 years","Males","Number","74 900",""
"2019","Belgium","36 years","Females","Number","74 845",""
"2019","Belgium","37 years","Males","Number","76 082",""
"2019","Belgium","37 years","Females","Number","75 349",""
"2019","Belgium","38 years","Males","Number","76 560",""
"2019","Belgium","38 years","Females","Number","76 731",""
"2019","Belgium","39 years","Males","Number","76 106",""
"2019","Belgium","39 years","Females","Number","74 700",""
"2019","Belgium","40 years","Males","Number","74 709",""
"2019","Belgium","40 years","Females","Number","74 283",""
"2019","Belgium","41 years","Males","Number","74 039",""
"2019","Belgium","41 years","Females","Number","73 198",""
"2019","Belgium","42 years","Males","Number","73 234",""
"2019","Belgium","42 years","Females","Number","72 035",""
"2019","Belgium","43 years","Males","Number","72 223",""
"2019","Belgium","43 years","Females","Number","70 760",""
"2019","Belgium","44 years","Males","Number","74 362",""
"2019","Belgium","44 years","Females","Number","72 531",""
"2019","Belgium","45 years","Males","Number","76 129",""
"2019","Belgium","45 years","Females","Number","73 789",""
"2019","Belgium","46 years","Males","Number","78 000",""
"2019","Belgium","46 years","Females","Number","76 583",""
"2019","Belgium","47 years","Males","Number","79 330",""
"2019","Belgium","47 years","Females","Number","77 967",""
"2019","Belgium","48 years","Males","Number","80 527",""
"2019","Belgium","48 years","Females","Number","78 282",""
"2019","Belgium","49 years","Males","Number","79 497",""
"2019","Belgium","49 years","Females","Number","77 424",""
"2019","Belgium","50 years","Males","Number","79 013",""
"2019","Belgium","50 years","Females","Number","77 333",""
"2019","Belgium","51 years","Males","Number","79 590",""
"2019","Belgium","51 years","Females","Number","76 914",""
"2019","Belgium","52 years","Males","Number","81 021",""
"2019","Belgium","52 years","Females","Number","78 984",""
"2019","Belgium","53 years","Males","Number","82 568",""
"2019","Belgium","53 years","Females","Number","80 437",""
"2019","Belgium","54 years","Males","Number","84 117",""
"2019","Belgium","54 years","Females","Number","82 952",""
"2019","Belgium","55 years","Males","Number","82 161",""
"2019","Belgium","55 years","Females","Number","81 198",""
"2019","Belgium","56 years","Males","Number","80 165",""
"2019","Belgium","56 years","Females","Number","79 172",""
"2019","Belgium","57 years","Males","Number","78 941",""
"2019","Belgium","57 years","Females","Number","79 358",""
"2019","Belgium","58 years","Males","Number","77 792",""
"2019","Belgium","58 years","Females","Number","77 776",""
"2019","Belgium","59 years","Males","Number","76 795",""
"2019","Belgium","59 years","Females","Number","77 969",""
"2019","Belgium","60 years","Males","Number","74 399",""
"2019","Belgium","60 years","Females","Number","75 498",""
"2019","Belgium","61 years","Males","Number","72 281",""
"2019","Belgium","61 years","Females","Number","73 459",""
"2019","Belgium","62 years","Males","Number","69 765",""
"2019","Belgium","62 years","Females","Number","72 023",""
"2019","Belgium","63 years","Males","Number","67 716",""
"2019","Belgium","63 years","Females","Number","70 751",""
"2019","Belgium","64 years","Males","Number","65 833",""
"2019","Belgium","64 years","Females","Number","68 678",""
"2019","Belgium","65 years","Males","Number","63 342",""
"2019","Belgium","65 years","Females","Number","66 335",""
"2019","Belgium","66 years","Males","Number","62 160",""
"2019","Belgium","66 years","Females","Number","65 081",""
"2019","Belgium","67 years","Males","Number","58 454",""
"2019","Belgium","67 years","Females","Number","62 261",""
"2019","Belgium","68 years","Males","Number","57 791",""
"2019","Belgium","68 years","Females","Number","62 258",""
"2019","Belgium","69 years","Males","Number","56 840",""
"2019","Belgium","69 years","Females","Number","61 110",""
"2019","Belgium","70 years","Males","Number","55 949",""
"2019","Belgium","70 years","Females","Number","61 630",""
"2019","Belgium","71 years","Males","Number","54 345",""
"2019","Belgium","71 years","Females","Number","60 232",""
"2019","Belgium","72 years","Males","Number","53 512",""
"2019","Belgium","72 years","Females","Number","59 708",""
"2019","Belgium","73 years","Males","Number","43 571",""
"2019","Belgium","73 years","Females","Number","50 554",""
"2019","Belgium","74 years","Males","Number","42 565",""
"2019","Belgium","74 years","Females","Number","49 472",""
"2019","Belgium","75 years","Males","Number","39 164",""
"2019","Belgium","75 years","Females","Number","46 295",""
"2019","Belgium","76 years","Males","Number","33 539",""
"2019","Belgium","76 years","Females","Number","40 482",""
"2019","Belgium","77 years","Males","Number","29 253",""
"2019","Belgium","77 years","Females","Number","36 393",""
"2019","Belgium","78 years","Males","Number","31 265",""
"2019","Belgium","78 years","Females","Number","40 061",""
"2019","Belgium","79 years","Males","Number","32 060",""
"2019","Belgium","79 years","Females","Number","42 808",""
"2019","Belgium","80 years","Males","Number","31 195",""
"2019","Belgium","80 years","Females","Number","42 212",""
"2019","Belgium","81 years","Males","Number","28 647",""
"2019","Belgium","81 years","Females","Number","39 175",""
"2019","Belgium","82 years","Males","Number","25 895",""
"2019","Belgium","82 years","Females","Number","37 312",""
"2019","Belgium","83 years","Males","Number","23 469",""
"2019","Belgium","83 years","Females","Number","35 434",""
"2019","Belgium","84 years","Males","Number","21 948",""
"2019","Belgium","84 years","Females","Number","34 098",""
"2019","Belgium","85 years","Males","Number","19 747",""
"2019","Belgium","85 years","Females","Number","31 971",""
"2019","Belgium","86 years","Males","Number","17 729",""
"2019","Belgium","86 years","Females","Number","30 935",""
"2019","Belgium","87 years","Males","Number","15 681",""
"2019","Belgium","87 years","Females","Number","28 351",""
"2019","Belgium","88 years","Males","Number","13 347",""
"2019","Belgium","88 years","Females","Number","25 794",""
"2019","Belgium","89 years","Males","Number","10 238",""
"2019","Belgium","89 years","Females","Number","21 469",""
"2019","Belgium","90 years","Males","Number","8 203",""
"2019","Belgium","90 years","Females","Number","18 131",""
"2019","Belgium","91 years","Males","Number","6 502",""
"2019","Belgium","91 years","Females","Number","15 009",""
"2019","Belgium","92 years","Males","Number","4 876",""
"2019","Belgium","92 years","Females","Number","12 554",""
"2019","Belgium","93 years","Males","Number","3 771",""
"2019","Belgium","93 years","Females","Number","10 119",""
"2019","Belgium","94 years","Males","Number","2 692",""
"2019","Belgium","94 years","Females","Number","7 930",""
"2019","Belgium","95 years","Males","Number","1 825",""
"2019","Belgium","95 years","Females","Number","5 924",""
"2019","Belgium","96 years","Males","Number","1 244",""
"2019","Belgium","96 years","Females","Number","4 276",""
"2019","Belgium","97 years","Males","Number","832",""
"2019","Belgium","97 years","Females","Number","3 016",""
"2019","Belgium","98 years","Males","Number","515",""
"2019","Belgium","98 years","Females","Number","2 121",""
"2019","Belgium","99 years","Males","Number","224",""
"2019","Belgium","99 years","Females","Number","1 073",""
"2019","Belgium","Open-ended age class","Males","Number","210",""
"2019","Belgium","Open-ended age class","Females","Number","1 275",""
"2019","Belgium","Unknown","Males","Number","0",""
"2019","Belgium","Unknown","Females","Number","0",""
"2019","Bulgaria","Less than 1 year","Males","Number","32 063",""
"2019","Bulgaria","Less than 1 year","Females","Number","29 976",""
"2019","Bulgaria","1 year","Males","Number","32 980",""
"2019","Bulgaria","1 year","Females","Number","31 373",""
"2019","Bulgaria","2 years","Males","Number","33 584",""
"2019","Bulgaria","2 years","Females","Number","31 856",""
"2019","Bulgaria","3 years","Males","Number","34 111",""
"2019","Bulgaria","3 years","Females","Number","32 045",""
"2019","Bulgaria","4 years","Males","Number","34 809",""
"2019","Bulgaria","4 years","Females","Number","32 928",""
"2019","Bulgaria","5 years","Males","Number","33 372",""
"2019","Bulgaria","5 years","Females","Number","32 027",""
"2019","Bulgaria","6 years","Males","Number","34 970",""
"2019","Bulgaria","6 years","Females","Number","32 789",""
"2019","Bulgaria","7 years","Males","Number","35 635",""
"2019","Bulgaria","7 years","Females","Number","33 414",""
"2019","Bulgaria","8 years","Males","Number","35 732",""
"2019","Bulgaria","8 years","Females","Number","33 771",""
"2019","Bulgaria","9 years","Males","Number","37 192",""
"2019","Bulgaria","9 years","Females","Number","35 765",""
"2019","Bulgaria","10 years","Males","Number","36 115",""
"2019","Bulgaria","10 years","Females","Number","34 069",""
"2019","Bulgaria","11 years","Males","Number","34 983",""
"2019","Bulgaria","11 years","Females","Number","32 791",""
"2019","Bulgaria","12 years","Males","Number","34 423",""
"2019","Bulgaria","12 years","Females","Number","32 376",""
"2019","Bulgaria","13 years","Males","Number","33 456",""
"2019","Bulgaria","13 years","Females","Number","31 676",""
"2019","Bulgaria","14 years","Males","Number","33 163",""
"2019","Bulgaria","14 years","Females","Number","31 401",""
"2019","Bulgaria","15 years","Males","Number","32 062",""
"2019","Bulgaria","15 years","Females","Number","30 205",""
"2019","Bulgaria","16 years","Males","Number","31 879",""
"2019","Bulgaria","16 years","Females","Number","29 568",""
"2019","Bulgaria","17 years","Males","Number","31 545",""
"2019","Bulgaria","17 years","Females","Number","29 641",""
"2019","Bulgaria","18 years","Males","Number","33 344",""
"2019","Bulgaria","18 years","Females","Number","31 774",""
"2019","Bulgaria","19 years","Males","Number","33 461",""
"2019","Bulgaria","19 years","Females","Number","32 068",""
"2019","Bulgaria","20 years","Males","Number","30 035",""
"2019","Bulgaria","20 years","Females","Number","28 341",""
"2019","Bulgaria","21 years","Males","Number","29 149",""
"2019","Bulgaria","21 years","Females","Number","26 929",""
"2019","Bulgaria","22 years","Males","Number","32 186",""
"2019","Bulgaria","22 years","Females","Number","30 139",""
"2019","Bulgaria","23 years","Males","Number","32 008",""
"2019","Bulgaria","23 years","Females","Number","30 267",""
"2019","Bulgaria","24 years","Males","Number","35 213",""
"2019","Bulgaria","24 years","Females","Number","33 477",""
"2019","Bulgaria","25 years","Males","Number","37 874",""
"2019","Bulgaria","25 years","Females","Number","35 519",""
"2019","Bulgaria","26 years","Males","Number","39 892",""
"2019","Bulgaria","26 years","Females","Number","37 297",""
"2019","Bulgaria","27 years","Males","Number","42 971",""
"2019","Bulgaria","27 years","Females","Number","40 662",""
"2019","Bulgaria","28 years","Males","Number","46 471",""
"2019","Bulgaria","28 years","Females","Number","44 084",""
"2019","Bulgaria","29 years","Males","Number","48 606",""
"2019","Bulgaria","29 years","Females","Number","46 248",""
"2019","Bulgaria","30 years","Males","Number","50 050",""
"2019","Bulgaria","30 years","Females","Number","46 982",""
"2019","Bulgaria","31 years","Males","Number","48 725",""
"2019","Bulgaria","31 years","Females","Number","46 266",""
"2019","Bulgaria","32 years","Males","Number","49 869",""
"2019","Bulgaria","32 years","Females","Number","47 167",""
"2019","Bulgaria","33 years","Males","Number","48 871",""
"2019","Bulgaria","33 years","Females","Number","45 744",""
"2019","Bulgaria","34 years","Males","Number","49 882",""
"2019","Bulgaria","34 years","Females","Number","45 950",""
"2019","Bulgaria","35 years","Males","Number","49 447",""
"2019","Bulgaria","35 years","Females","Number","46 261",""
"2019","Bulgaria","36 years","Males","Number","49 705",""
"2019","Bulgaria","36 years","Females","Number","45 728",""
"2019","Bulgaria","37 years","Males","Number","50 306",""
"2019","Bulgaria","37 years","Females","Number","46 532",""
"2019","Bulgaria","38 years","Males","Number","50 810",""
"2019","Bulgaria","38 years","Females","Number","47 246",""
"2019","Bulgaria","39 years","Males","Number","53 796",""
"2019","Bulgaria","39 years","Females","Number","50 077",""
"2019","Bulgaria","40 years","Males","Number","53 369",""
"2019","Bulgaria","40 years","Females","Number","50 449",""
"2019","Bulgaria","41 years","Males","Number","55 243",""
"2019","Bulgaria","41 years","Females","Number","52 299",""
"2019","Bulgaria","42 years","Males","Number","56 511",""
"2019","Bulgaria","42 years","Females","Number","53 167",""
"2019","Bulgaria","43 years","Males","Number","56 543",""
"2019","Bulgaria","43 years","Females","Number","53 468",""
"2019","Bulgaria","44 years","Males","Number","58 176",""
"2019","Bulgaria","44 years","Females","Number","55 173",""
"2019","Bulgaria","45 years","Males","Number","54 108",""
"2019","Bulgaria","45 years","Females","Number","52 116",""
"2019","Bulgaria","46 years","Males","Number","51 232",""
"2019","Bulgaria","46 years","Females","Number","48 169",""
"2019","Bulgaria","47 years","Males","Number","52 178",""
"2019","Bulgaria","47 years","Females","Number","49 405",""
"2019","Bulgaria","48 years","Males","Number","53 746",""
"2019","Bulgaria","48 years","Females","Number","50 718",""
"2019","Bulgaria","49 years","Males","Number","54 376",""
"2019","Bulgaria","49 years","Females","Number","52 274",""
"2019","Bulgaria","50 years","Males","Number","52 584",""
"2019","Bulgaria","50 years","Females","Number","51 264",""
"2019","Bulgaria","51 years","Males","Number","46 014",""
"2019","Bulgaria","51 years","Females","Number","45 052",""
"2019","Bulgaria","52 years","Males","Number","45 258",""
"2019","Bulgaria","52 years","Females","Number","44 192",""
"2019","Bulgaria","53 years","Males","Number","45 467",""
"2019","Bulgaria","53 years","Females","Number","45 407",""
"2019","Bulgaria","54 years","Males","Number","46 820",""
"2019","Bulgaria","54 years","Females","Number","47 073",""
"2019","Bulgaria","55 years","Males","Number","46 979",""
"2019","Bulgaria","55 years","Females","Number","47 391",""
"2019","Bulgaria","56 years","Males","Number","46 725",""
"2019","Bulgaria","56 years","Females","Number","48 169",""
"2019","Bulgaria","57 years","Males","Number","47 810",""
"2019","Bulgaria","57 years","Females","Number","49 425",""
"2019","Bulgaria","58 years","Males","Number","47 362",""
"2019","Bulgaria","58 years","Females","Number","49 338",""
"2019","Bulgaria","59 years","Males","Number","45 506",""
"2019","Bulgaria","59 years","Females","Number","48 693",""
"2019","Bulgaria","60 years","Males","Number","45 414",""
"2019","Bulgaria","60 years","Females","Number","49 649",""
"2019","Bulgaria","61 years","Males","Number","45 078",""
"2019","Bulgaria","61 years","Females","Number","50 157",""
"2019","Bulgaria","62 years","Males","Number","46 112",""
"2019","Bulgaria","62 years","Females","Number","52 058",""
"2019","Bulgaria","63 years","Males","Number","44 947",""
"2019","Bulgaria","63 years","Females","Number","52 529",""
"2019","Bulgaria","64 years","Males","Number","43 354",""
"2019","Bulgaria","64 years","Females","Number","51 199",""
"2019","Bulgaria","65 years","Males","Number","43 182",""
"2019","Bulgaria","65 years","Females","Number","51 671",""
"2019","Bulgaria","66 years","Males","Number","41 525",""
"2019","Bulgaria","66 years","Females","Number","51 471",""
"2019","Bulgaria","67 years","Males","Number","39 440",""
"2019","Bulgaria","67 years","Females","Number","50 060",""
"2019","Bulgaria","68 years","Males","Number","43 607",""
"2019","Bulgaria","68 years","Females","Number","56 879",""
"2019","Bulgaria","69 years","Males","Number","41 254",""
"2019","Bulgaria","69 years","Females","Number","54 498",""
"2019","Bulgaria","70 years","Males","Number","38 125",""
"2019","Bulgaria","70 years","Females","Number","52 245",""
"2019","Bulgaria","71 years","Males","Number","35 227",""
"2019","Bulgaria","71 years","Females","Number","49 410",""
"2019","Bulgaria","72 years","Males","Number","35 656",""
"2019","Bulgaria","72 years","Females","Number","50 209",""
"2019","Bulgaria","73 years","Males","Number","30 103",""
"2019","Bulgaria","73 years","Females","Number","44 371",""
"2019","Bulgaria","74 years","Males","Number","26 641",""
"2019","Bulgaria","74 years","Females","Number","39 537",""
"2019","Bulgaria","75 years","Males","Number","25 129",""
"2019","Bulgaria","75 years","Females","Number","38 588",""
"2019","Bulgaria","76 years","Males","Number","23 485",""
"2019","Bulgaria","76 years","Females","Number","36 699",""
"2019","Bulgaria","77 years","Males","Number","21 332",""
"2019","Bulgaria","77 years","Females","Number","34 226",""
"2019","Bulgaria","78 years","Males","Number","20 126",""
"2019","Bulgaria","78 years","Females","Number","32 711",""
"2019","Bulgaria","79 years","Males","Number","17 417",""
"2019","Bulgaria","79 years","Females","Number","29 685",""
"2019","Bulgaria","80 years","Males","Number","16 399",""
"2019","Bulgaria","80 years","Females","Number","28 300",""
"2019","Bulgaria","81 years","Males","Number","15 185",""
"2019","Bulgaria","81 years","Females","Number","26 970",""
"2019","Bulgaria","82 years","Males","Number","14 340",""
"2019","Bulgaria","82 years","Females","Number","26 111",""
"2019","Bulgaria","83 years","Males","Number","12 607",""
"2019","Bulgaria","83 years","Females","Number","23 060",""
"2019","Bulgaria","84 years","Males","Number","12 107",""
"2019","Bulgaria","84 years","Females","Number","22 917",""
"2019","Bulgaria","85 years","Males","Number","10 321",""
"2019","Bulgaria","85 years","Females","Number","19 220",""
"2019","Bulgaria","86 years","Males","Number","8 935",""
"2019","Bulgaria","86 years","Females","Number","17 165",""
"2019","Bulgaria","87 years","Males","Number","6 609",""
"2019","Bulgaria","87 years","Females","Number","12 735",""
"2019","Bulgaria","88 years","Males","Number","5 753",""
"2019","Bulgaria","88 years","Females","Number","11 352",""
"2019","Bulgaria","89 years","Males","Number","4 407",""
"2019","Bulgaria","89 years","Females","Number","8 537",""
"2019","Bulgaria","90 years","Males","Number","3 325",""
"2019","Bulgaria","90 years","Females","Number","7 014",""
"2019","Bulgaria","91 years","Males","Number","2 333",""
"2019","Bulgaria","91 years","Females","Number","5 097",""
"2019","Bulgaria","92 years","Males","Number","1 902",""
"2019","Bulgaria","92 years","Females","Number","4 062",""
"2019","Bulgaria","93 years","Males","Number","1 259",""
"2019","Bulgaria","93 years","Females","Number","2 868",""
"2019","Bulgaria","94 years","Males","Number","918",""
"2019","Bulgaria","94 years","Females","Number","2 060",""
"2019","Bulgaria","95 years","Males","Number","556",""
"2019","Bulgaria","95 years","Females","Number","1 289",""
"2019","Bulgaria","96 years","Males","Number","361",""
"2019","Bulgaria","96 years","Females","Number","884",""
"2019","Bulgaria","97 years","Males","Number","200",""
"2019","Bulgaria","97 years","Females","Number","512",""
"2019","Bulgaria","98 years","Males","Number","133",""
"2019","Bulgaria","98 years","Females","Number","336",""
"2019","Bulgaria","99 years","Males","Number","87",""
"2019","Bulgaria","99 years","Females","Number","181",""
"2019","Bulgaria","Open-ended age class","Males","Number","58",""
"2019","Bulgaria","Open-ended age class","Females","Number","145",""
"2019","Bulgaria","Unknown","Males","Number","0",""
"2019","Bulgaria","Unknown","Females","Number","0",""
"2019","Czechia","Less than 1 year","Males","Number","58 167",""
"2019","Czechia","Less than 1 year","Females","Number","55 699",""
"2019","Czechia","1 year","Males","Number","58 892",""
"2019","Czechia","1 year","Females","Number","56 024",""
"2019","Czechia","2 years","Males","Number","58 427",""
"2019","Czechia","2 years","Females","Number","55 374",""
"2019","Czechia","3 years","Males","Number","57 696",""
"2019","Czechia","3 years","Females","Number","54 811",""
"2019","Czechia","4 years","Males","Number","57 513",""
"2019","Czechia","4 years","Females","Number","54 569",""
"2019","Czechia","5 years","Males","Number","56 020",""
"2019","Czechia","5 years","Females","Number","53 327",""
"2019","Czechia","6 years","Males","Number","56 492",""
"2019","Czechia","6 years","Females","Number","53 904",""
"2019","Czechia","7 years","Males","Number","56 465",""
"2019","Czechia","7 years","Females","Number","53 659",""
"2019","Czechia","8 years","Males","Number","61 724",""
"2019","Czechia","8 years","Females","Number","58 485",""
"2019","Czechia","9 years","Males","Number","62 194",""
"2019","Czechia","9 years","Females","Number","59 704",""
"2019","Czechia","10 years","Males","Number","63 197",""
"2019","Czechia","10 years","Females","Number","60 199",""
"2019","Czechia","11 years","Males","Number","60 711",""
"2019","Czechia","11 years","Females","Number","58 253",""
"2019","Czechia","12 years","Males","Number","56 282",""
"2019","Czechia","12 years","Females","Number","52 996",""
"2019","Czechia","13 years","Males","Number","53 067",""
"2019","Czechia","13 years","Females","Number","50 438",""
"2019","Czechia","14 years","Males","Number","50 863",""
"2019","Czechia","14 years","Females","Number","47 908",""
"2019","Czechia","15 years","Males","Number","48 812",""
"2019","Czechia","15 years","Females","Number","46 225",""
"2019","Czechia","16 years","Males","Number","48 416",""
"2019","Czechia","16 years","Females","Number","45 769",""
"2019","Czechia","17 years","Males","Number","47 641",""
"2019","Czechia","17 years","Females","Number","45 198",""
"2019","Czechia","18 years","Males","Number","48 180",""
"2019","Czechia","18 years","Females","Number","45 006",""
"2019","Czechia","19 years","Males","Number","47 169",""
"2019","Czechia","19 years","Females","Number","44 975",""
"2019","Czechia","20 years","Males","Number","48 060",""
"2019","Czechia","20 years","Females","Number","45 607",""
"2019","Czechia","21 years","Males","Number","48 433",""
"2019","Czechia","21 years","Females","Number","46 178",""
"2019","Czechia","22 years","Males","Number","48 915",""
"2019","Czechia","22 years","Females","Number","46 525",""
"2019","Czechia","23 years","Males","Number","52 186",""
"2019","Czechia","23 years","Females","Number","49 437",""
"2019","Czechia","24 years","Males","Number","57 778",""
"2019","Czechia","24 years","Females","Number","54 898",""
"2019","Czechia","25 years","Males","Number","65 126",""
"2019","Czechia","25 years","Females","Number","61 770",""
"2019","Czechia","26 years","Males","Number","66 163",""
"2019","Czechia","26 years","Females","Number","62 338",""
"2019","Czechia","27 years","Males","Number","70 445",""
"2019","Czechia","27 years","Females","Number","66 323",""
"2019","Czechia","28 years","Males","Number","71 115",""
"2019","Czechia","28 years","Females","Number","67 749",""
"2019","Czechia","29 years","Males","Number","70 591",""
"2019","Czechia","29 years","Females","Number","67 357",""
"2019","Czechia","30 years","Males","Number","73 223",""
"2019","Czechia","30 years","Females","Number","70 057",""
"2019","Czechia","31 years","Males","Number","73 308",""
"2019","Czechia","31 years","Females","Number","68 830",""
"2019","Czechia","32 years","Males","Number","74 668",""
"2019","Czechia","32 years","Females","Number","69 759",""
"2019","Czechia","33 years","Males","Number","76 110",""
"2019","Czechia","33 years","Females","Number","71 442",""
"2019","Czechia","34 years","Males","Number","76 460",""
"2019","Czechia","34 years","Females","Number","71 334",""
"2019","Czechia","35 years","Males","Number","76 441",""
"2019","Czechia","35 years","Females","Number","71 554",""
"2019","Czechia","36 years","Males","Number","77 788",""
"2019","Czechia","36 years","Females","Number","73 246",""
"2019","Czechia","37 years","Males","Number","78 295",""
"2019","Czechia","37 years","Females","Number","73 490",""
"2019","Czechia","38 years","Males","Number","82 862",""
"2019","Czechia","38 years","Females","Number","77 148",""
"2019","Czechia","39 years","Males","Number","90 875",""
"2019","Czechia","39 years","Females","Number","85 276",""
"2019","Czechia","40 years","Males","Number","93 288",""
"2019","Czechia","40 years","Females","Number","88 098",""
"2019","Czechia","41 years","Males","Number","94 383",""
"2019","Czechia","41 years","Females","Number","89 375",""
"2019","Czechia","42 years","Males","Number","96 762",""
"2019","Czechia","42 years","Females","Number","91 432",""
"2019","Czechia","43 years","Males","Number","97 894",""
"2019","Czechia","43 years","Females","Number","93 352",""
"2019","Czechia","44 years","Males","Number","99 035",""
"2019","Czechia","44 years","Females","Number","93 784",""
"2019","Czechia","45 years","Males","Number","93 077",""
"2019","Czechia","45 years","Females","Number","87 294",""
"2019","Czechia","46 years","Males","Number","83 978",""
"2019","Czechia","46 years","Females","Number","79 509",""
"2019","Czechia","47 years","Males","Number","78 852",""
"2019","Czechia","47 years","Females","Number","74 981",""
"2019","Czechia","48 years","Males","Number","75 603",""
"2019","Czechia","48 years","Females","Number","72 069",""
"2019","Czechia","49 years","Males","Number","72 723",""
"2019","Czechia","49 years","Females","Number","68 949",""
"2019","Czechia","50 years","Males","Number","68 783",""
"2019","Czechia","50 years","Females","Number","65 879",""
"2019","Czechia","51 years","Males","Number","68 738",""
"2019","Czechia","51 years","Females","Number","65 779",""
"2019","Czechia","52 years","Males","Number","68 958",""
"2019","Czechia","52 years","Females","Number","66 777",""
"2019","Czechia","53 years","Males","Number","71 411",""
"2019","Czechia","53 years","Females","Number","69 159",""
"2019","Czechia","54 years","Males","Number","74 328",""
"2019","Czechia","54 years","Females","Number","72 155",""
"2019","Czechia","55 years","Males","Number","70 968",""
"2019","Czechia","55 years","Females","Number","69 995",""
"2019","Czechia","56 years","Males","Number","63 515",""
"2019","Czechia","56 years","Females","Number","62 932",""
"2019","Czechia","57 years","Males","Number","61 373",""
"2019","Czechia","57 years","Females","Number","61 460",""
"2019","Czechia","58 years","Males","Number","60 034",""
"2019","Czechia","58 years","Females","Number","59 937",""
"2019","Czechia","59 years","Males","Number","58 676",""
"2019","Czechia","59 years","Females","Number","59 317",""
"2019","Czechia","60 years","Males","Number","62 152",""
"2019","Czechia","60 years","Females","Number","64 580",""
"2019","Czechia","61 years","Males","Number","65 893",""
"2019","Czechia","61 years","Females","Number","69 156",""
"2019","Czechia","62 years","Males","Number","67 153",""
"2019","Czechia","62 years","Females","Number","71 777",""
"2019","Czechia","63 years","Males","Number","67 011",""
"2019","Czechia","63 years","Females","Number","72 448",""
"2019","Czechia","64 years","Males","Number","65 973",""
"2019","Czechia","64 years","Females","Number","72 817",""
"2019","Czechia","65 years","Males","Number","65 574",""
"2019","Czechia","65 years","Females","Number","72 862",""
"2019","Czechia","66 years","Males","Number","65 359",""
"2019","Czechia","66 years","Females","Number","74 110",""
